 num     #instances         #bytes  class name (module)
2568:             1             16  org.glassfish.grizzly.http.server.filecache.FileCache$EntryWorker
2569:             1             16  org.glassfish.grizzly.nio.DefaultSelectionKeyHandler
2570:             1             16  org.glassfish.grizzly.nio.NIOConnection$1
2571:             1             16  org.glassfish.grizzly.nio.NIOConnection$7
2572:             1             16  org.glassfish.grizzly.nio.NIOConnection$8
2573:             1             16  org.glassfish.grizzly.nio.transport.TCPNIOConnectorHandler$InstantConnectHandler
2574:             1             16  org.glassfish.grizzly.nio.transport.TCPNIOServerConnection$1
2575:             1             16  org.glassfish.grizzly.nio.transport.TCPNIOTemporarySelectorReader
2576:             1             16  org.glassfish.grizzly.nio.transport.TCPNIOTemporarySelectorWriter
2577:             1             16  org.glassfish.grizzly.nio.transport.TCPNIOTransport$RegisterChannelCompletionHandler
2578:             1             16  org.glassfish.grizzly.nio.transport.TCPNIOTransportFilter
2579:             1             16  org.glassfish.grizzly.strategies.AbstractIOStrategy$EnableInterestLifeCycleListener
2580:             1             16  org.glassfish.grizzly.strategies.SameThreadIOStrategy
2581:             1             16  org.glassfish.grizzly.strategies.SameThreadIOStrategy$InterestLifeCycleListenerWhenIoDisabled
2582:             1             16  org.glassfish.grizzly.strategies.SameThreadIOStrategy$InterestLifeCycleListenerWhenIoEnabled
2583:             1             16  org.glassfish.grizzly.strategies.WorkerThreadIOStrategy
2584:             1             16  org.glassfish.grizzly.threadpool.AbstractThreadPool$1
2585:             1             16  org.glassfish.grizzly.threadpool.AbstractThreadPool$2
2586:             1             16  org.glassfish.grizzly.utils.Charsets$DecoderResolver
2587:             1             16  org.glassfish.grizzly.utils.Charsets$EncoderResolver
2588:             1             16  org.glassfish.grizzly.utils.CompletionHandlerAdapter$1
2589:             1             16  org.glassfish.grizzly.utils.ConcurrentHashMapV8$1
2590:             1             16  org.glassfish.grizzly.utils.DelayedExecutor$DelayedRunnable
2591:             1             16  org.glassfish.grizzly.utils.Holder$1
2592:             1             16  org.glassfish.grizzly.utils.IdleTimeoutFilter$1
2593:             1             16  org.glassfish.grizzly.utils.IdleTimeoutFilter$ContextCompletionListener
2594:             1             16  org.glassfish.grizzly.utils.IdleTimeoutFilter$DefaultWorker
2595:             1             16  org.glassfish.grizzly.utils.IdleTimeoutFilter$Resolver
2596:             1             16  org.glassfish.grizzly.utils.ThreadLocalRandom$1
2597:             1             16  org.glassfish.hk2.utilities.cache.Cache$1
2598:             1             16  org.glassfish.hk2.utilities.cache.LRUHybridCache$1
2599:             1             16  org.glassfish.hk2.utilities.cache.LRUHybridCache$CacheEntryImplComparator
2600:             1             16  org.glassfish.hk2.utilities.reflection.Logger
2601:             1             16  org.glassfish.jersey.grizzly2.httpserver.GrizzlyHttpContainer$3
2602:             1             16  org.glassfish.jersey.internal.ExceptionMapperFactory
2603:             1             16  org.glassfish.jersey.internal.JerseyErrorService
2604:             1             16  org.glassfish.jersey.internal.ServiceFinder$DefaultServiceIteratorProvider
2605:             1             16  org.glassfish.jersey.internal.inject.ContextInjectionResolver$1
2606:             1             16  org.glassfish.jersey.internal.util.ReflectionHelper$1
2607:             1             16  org.glassfish.jersey.internal.util.ReflectionHelper$13
2608:             1             16  org.glassfish.jersey.internal.util.collection.Refs$DefaultRefImpl
2609:             1             16  org.glassfish.jersey.internal.util.collection.Values$1
2610:             1             16  org.glassfish.jersey.internal.util.collection.Values$2
2611:             1             16  org.glassfish.jersey.internal.util.collection.Values$InstanceValue
2612:             1             16  org.glassfish.jersey.jackson.JacksonFeature
2613:             1             16  org.glassfish.jersey.message.internal.AcceptableMediaType$1
2614:             1             16  org.glassfish.jersey.message.internal.BasicTypesMessageProvider
2615:             1             16  org.glassfish.jersey.message.internal.ByteArrayProvider
2616:             1             16  org.glassfish.jersey.message.internal.CacheControlProvider
2617:             1             16  org.glassfish.jersey.message.internal.CookieProvider
2618:             1             16  org.glassfish.jersey.message.internal.DateProvider
2619:             1             16  org.glassfish.jersey.message.internal.EntityTagProvider
2620:             1             16  org.glassfish.jersey.message.internal.FileProvider
2621:             1             16  org.glassfish.jersey.message.internal.FormMultivaluedMapProvider
2622:             1             16  org.glassfish.jersey.message.internal.FormProvider
2623:             1             16  org.glassfish.jersey.message.internal.HttpHeaderReader$1
2624:             1             16  org.glassfish.jersey.message.internal.HttpHeaderReader$2
2625:             1             16  org.glassfish.jersey.message.internal.HttpHeaderReader$3
2626:             1             16  org.glassfish.jersey.message.internal.HttpHeaderReader$4
2627:             1             16  org.glassfish.jersey.message.internal.HttpHeaderReader$6
2628:             1             16  org.glassfish.jersey.message.internal.HttpHeaderReader$7
2629:             1             16  org.glassfish.jersey.message.internal.InputStreamProvider
2630:             1             16  org.glassfish.jersey.message.internal.LinkProvider
2631:             1             16  org.glassfish.jersey.message.internal.LocaleProvider
2632:             1             16  org.glassfish.jersey.message.internal.MediaTypeProvider
2633:             1             16  org.glassfish.jersey.message.internal.MediaTypes$1
2634:             1             16  org.glassfish.jersey.message.internal.MediaTypes$2
2635:             1             16  org.glassfish.jersey.message.internal.MediaTypes$4
2636:             1             16  org.glassfish.jersey.message.internal.MessageBodyFactory$1
2637:             1             16  org.glassfish.jersey.message.internal.MessageBodyFactory$2
2638:             1             16  org.glassfish.jersey.message.internal.MessageBodyFactory$3
2639:             1             16  org.glassfish.jersey.message.internal.MessageBodyFactory$4
2640:             1             16  org.glassfish.jersey.message.internal.NewCookieProvider
2641:             1             16  org.glassfish.jersey.message.internal.QualitySourceMediaType$1
2642:             1             16  org.glassfish.jersey.message.internal.ReaderProvider
2643:             1             16  org.glassfish.jersey.message.internal.RenderedImageProvider
2644:             1             16  org.glassfish.jersey.message.internal.SourceProvider$DomSourceReader
2645:             1             16  org.glassfish.jersey.message.internal.SourceProvider$SaxSourceReader
2646:             1             16  org.glassfish.jersey.message.internal.SourceProvider$StreamSourceReader
2647:             1             16  org.glassfish.jersey.message.internal.StreamingOutputProvider
2648:             1             16  org.glassfish.jersey.message.internal.StringHeaderProvider
2649:             1             16  org.glassfish.jersey.message.internal.StringMessageProvider
2650:             1             16  org.glassfish.jersey.message.internal.TracingLogger$1
2651:             1             16  org.glassfish.jersey.message.internal.UriProvider
2652:             1             16  org.glassfish.jersey.model.internal.CommonConfig$1
2653:             1             16  org.glassfish.jersey.model.internal.ComponentBag$1
2654:             1             16  org.glassfish.jersey.model.internal.ComponentBag$2
2655:             1             16  org.glassfish.jersey.model.internal.ComponentBag$3
2656:             1             16  org.glassfish.jersey.model.internal.ComponentBag$4
2657:             1             16  org.glassfish.jersey.process.internal.RequestExecutorFactory$1
2658:             1             16  org.glassfish.jersey.process.internal.Stages$1
2659:             1             16  org.glassfish.jersey.server.ApplicationHandler$1
2660:             1             16  org.glassfish.jersey.server.ApplicationHandler$ApplicationBinder$JaxrsApplicationProvider
2661:             1             16  org.glassfish.jersey.server.ApplicationHandler$ApplicationBinder$RuntimeConfigProvider
2662:             1             16  org.glassfish.jersey.server.ChunkedResponseWriter
2663:             1             16  org.glassfish.jersey.server.ServerRuntime$1
2664:             1             16  org.glassfish.jersey.server.internal.ConfigHelper$2
2665:             1             16  org.glassfish.jersey.server.internal.ConfigHelper$ServiceLocatorShutdownListener
2666:             1             16  org.glassfish.jersey.server.internal.JsonWithPaddingInterceptor
2667:             1             16  org.glassfish.jersey.server.internal.MappableExceptionWrapperInterceptor
2668:             1             16  org.glassfish.jersey.server.internal.RuntimeExecutorsBinder$BackgroundSchedulerFactory
2669:             1             16  org.glassfish.jersey.server.internal.RuntimeExecutorsBinder$BackgroundSchedulerFactory$1
2670:             1             16  org.glassfish.jersey.server.internal.RuntimeExecutorsBinder$BackgroundSchedulerFactory$2
2671:             1             16  org.glassfish.jersey.server.internal.inject.AsyncResponseValueFactoryProvider
2672:             1             16  org.glassfish.jersey.server.internal.inject.DelegatedInjectionValueFactoryProvider
2673:             1             16  org.glassfish.jersey.server.internal.inject.DelegatedInjectionValueFactoryProvider$2
2674:             1             16  org.glassfish.jersey.server.internal.inject.MultivaluedParameterExtractorFactory
2675:             1             16  org.glassfish.jersey.server.internal.inject.ParamConverterFactory
2676:             1             16  org.glassfish.jersey.server.internal.inject.ParamConverters$AggregatedProvider
2677:             1             16  org.glassfish.jersey.server.internal.inject.ParamConverters$CharacterProvider
